title,published_dt,sources,sections,urls
Blue Cross of Idaho calls for state probe of Nutex Health,2025-11-19T13:46:05-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/blue-cross-of-idaho-calls-for-state-probe-of-nutex-health
Beyond compliance: How payers are unlocking value from interoperability — 4 notes,2025-11-19T09:20:48-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/beyond-compliance-how-payers-are-unlocking-value-from-interoperability-4-notes
Cigna restructures board committees,2025-11-19T09:16:51-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-restructures-board-committees
Why Centene is moving some employees to ICHRA,2025-11-18T16:42:23-06:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/ichra/why-centene-is-moving-some-employees-to-ichra
"How AI innovators are building scalable, reliable workflows: 5 takeaways",2025-11-18T11:39:32-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/how-ai-innovators-are-building-scalable-reliable-workflows-5-takeaways
2 convicted in $233M ACA subsidy fraud scheme,2025-11-18T09:33:59-06:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/legal/2-convicted-in-233m-aca-subsidy-fraud-scheme
Cigna to offer copay-only health plan,2025-11-18T08:50:44-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-to-offer-copay-only-health-plan
"How a Humana Medicaid program approaches maternal, infant health in 1 of the riskiest states",2025-11-17T16:55:08-06:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/how-a-humana-medicaid-program-faces-maternal-infant-health-in-1-of-the-riskiest-states
Florida awards Molina special Medicaid contract,2025-11-17T16:41:51-06:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/florida-awards-molina-special-medicaid-contract
Oregon advisory group quietly meets amid threats to Medicaid,2025-11-17T11:01:10-06:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/oregon-advisory-group-quietly-meets-amid-threats-to-medicaid
House Republicans weigh sending ACA dollars to consumers,2025-11-17T09:40:20-06:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/house-republicans-weigh-sending-aca-dollars-to-consumers
Inside year 1 of EmblemHealth's diabetes program,2025-11-14T11:29:55-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/inside-year-1-of-emblemhealths-diabetes-program
Aetna delays new Medicare inpatient reimbursement policy,2025-11-14T10:24:17-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aetna-delays-new-inpatient-reimbursement-policy
States warn payers not to restrict Medicare Advantage access,2025-11-14T09:31:05-06:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/states-warn-payers-not-to-restrict-medicare-advantage-access
"'At our core, we're a data company': UnitedHealth leans on AI to drive growth",2025-11-13T17:14:25-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/at-our-core-were-a-data-company-unitedhealth-leans-on-ai-to-drive-growth
'A very attractive margin business': UnitedHealth eyes growth for Optum's finance unit,2025-11-13T14:00:01-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/a-very-attractive-margin-business-unitedhealth-eyes-growth-for-optums-finance-unit
3 updates insurers need to know about Conduent's data breach,2025-11-13T10:53:15-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/3-updates-insurers-need-to-know-about-conduents-data-breach
"Recent Medicaid enrollment, spending growth: 4 things to know",2025-11-13T10:49:43-06:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/recent-medicaid-enrollment-spending-growth-4-things-to-know
Major payers see Q3 pressure as for-profit health systems post strong margins,2025-11-13T09:35:52-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/major-payers-face-q3-profit-pressure-as-for-profit-health-systems-post-strong-margins
Indiana drops MDwise from Medicaid program,2025-11-13T09:34:53-06:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/indiana-drops-mdwise-from-medicaid-program
"Medicaid margins to hit low point in 2026, Elevance CFO says",2025-11-12T10:18:21-06:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/medicaid-margins-to-hit-low-point-in-2026-elevance-cfo-says
6 prior authorization updates,2025-11-12T09:47:19-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-prior-authorization-updates-7
Trump blasts insurers amid ACA subsidy talks,2025-11-11T16:29:06-06:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/trump-blasts-insurers-amid-aca-subsidy-talks
UnitedHealth Group in the headlines: 10 updates,2025-11-11T11:47:41-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-group-in-the-headlines-10-updates-18
UnitedHealth's new CFO details plan to restore 'swagger',2025-11-11T09:45:11-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealths-new-cfo-details-plan-to-restore-swagger
Johns Hopkins convenes group to tackle prior authorization,2025-11-10T16:12:31-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/johns-hopkins-convenes-group-to-tackle-prior-authorization
UnitedHealthcare to end most RPM coverage,2025-11-10T11:18:23-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealthcare-to-end-some-remote-monitoring-coverage
"Payers talk margin recovery, product pullbacks and PBM transformation in Q3",2025-11-10T10:22:41-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/payers-talk-margin-recovery-product-pullbacks-and-pbm-transformation-in-q3
Johns Hopkins to convene with health plans on quality metrics,2025-11-07T13:56:31-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/johns-hopkins-partners-with-health-plans-on-quality-metrics
CMS launches international pricing model for Medicaid drugs: 8 notes,2025-11-06T16:25:15-06:00,Beckers Payer,"payer, policy_updates",https://www.beckerspayer.com/policy-updates/cms-launches-pilot-to-lower-medicaid-drug-costs-8-things-to-know
"North Carolina, Blue Cross launch small business health plan",2025-11-06T10:27:03-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/north-carolina-blue-cross-launch-small-business-health-plan
"Idaho issues cease and desists to UnitedHealthcare, PacificSource over Medicare Advantage broker cuts",2025-11-05T19:04:12-06:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/idaho-issues-cease-and-desists-to-unitedhealthcare-pacificsource-over-medicare-advantage-broker-cuts
AI for Health Plans: Expanding Access while Reducing Costs,2025-11-05T14:10:45-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/ai-for-health-plans-expanding-access-while-reducing-costs
"BCBS of Alabama, physicians outline shared commitments with prior authorization",2025-11-05T13:13:49-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bcbs-of-alabama-physicians-outline-shared-commitments-with-prior-authorization
Senators question Dr. Oz on error-riddled Medicare Advantage provider directory,2025-11-05T09:24:49-06:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/senators-question-dr-oz-on-error-riddled-medicare-advantage-provider-directory
2 Florida systems partner on ACA plan,2025-11-04T13:24:11-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/2-florida-systems-partner-on-aca-plan
Are special needs plans the backbone of Medicare Advantage?,2025-11-04T07:35:00-06:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/are-special-needs-plans-the-backbone-of-medicare-advantage
Cigna in the headlines: 8 updates,2025-11-03T16:05:41-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-in-the-headlines-8-updates-2
"Transforming DME: A smarter, more connected experience for health plans",2025-11-03T08:00:00-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/transforming-dme-a-smarter-more-connected-experience-for-health-plans
Medications: The Missing Link in Value-Based Care,2025-11-03T08:00:00-06:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medications-the-missing-link-in-value-based-care
Medicare Advantage is at a strategic inflection point — what the signals are telling us,2025-10-31T10:46:11-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-advantage-is-at-a-strategic-inflection-point-what-the-signals-are-telling-us
Where ACA enhanced subsidies stand: 15 updates,2025-10-30T16:02:01-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/where-aca-enhanced-subsidies-stand-7-updates
ACA window-shopping rates go live: 6 things to know,2025-10-29T16:40:32-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/aca-window-shopping-rates-go-live-6-things-to-know
Minnesota taps Optum for Medicaid fraud audit,2025-10-29T15:29:01-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/minnesota-taps-optum-for-medicaid-fraud-audit
UnitedHealth projects 1 million-member drop in Medicare Advantage enrollment,2025-10-29T09:26:04-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/unitedhealth-projects-1-million-member-drop-in-medicare-advantage-enrollment
Optum Health 'strayed from the initial intent': How UnitedHealth is getting the business back on track,2025-10-28T15:47:59-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/optum-health-strayed-from-the-initial-intent-how-unitedhealth-is-getting-the-business-back-on-track
Humana sets quarterly dividend,2025-10-28T10:01:13-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-sets-quarterly-dividend-6
10 providers seeking payer contracting talent,2025-10-27T15:09:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/10-providers-seeking-payer-contracting-talent-50
From federal precision to payer performance: A new vision for MA communications,2025-10-27T13:40:49-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/from-federal-precision-to-payer-performance-a-new-vision-for-ma-communications
Cigna’s Evernorth unveils rebate-free pharmacy model,2025-10-27T09:53:20-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cignas-evernorth-unveils-rebate-free-pharmacy-model
Cigna sets quarterly dividend,2025-10-27T08:38:33-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-sets-quarterly-dividend-7
What if the end-to-end durable medical equipment experience was seamless for everyone?,2025-10-27T08:00:00-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/what-if-the-end-to-end-durable-medical-equipment-experience-was-seamless-for-everyone
'We are extremely bullish about this': Elevance ramps up AI investments,2025-10-24T14:31:23-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/we-are-extremely-bullish-about-this-elevance-ramps-up-ai-investments
Oklahoma attorney general slams managed care Medicaid,2025-10-24T12:34:03-05:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/oklahoma-attorney-general-slams-managed-care-medicaid
Montana opens BCBS query in wake of widespread data breach,2025-10-23T16:16:42-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/montana-opens-bcbs-query-in-wake-of-widespread-data-breach
Dr. Oz: Government shutdown not hurting Medicare open enrollment,2025-10-23T09:41:24-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/dr-oz-government-shutdown-not-hurting-medicare-open-enrollment
Three Key Questions for Unlocking the Power of Clinical Data,2025-10-22T14:58:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/three-key-questions-for-unlocking-the-power-of-clinical-data
SCAN expands Costco partnership,2025-10-22T10:40:32-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/scan-expands-costco-partnership
Ballad Health accuses UnitedHealth of 'Medicare Advantage manipulation' in new lawsuit,2025-10-22T10:33:46-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/ballad-health-accuses-unitedhealth-of-medicare-advantage-manipulation-in-new-lawsuit
Elevance signals challenging year ahead for Medicaid business,2025-10-22T09:32:29-05:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/elevance-signals-challenging-year-ahead-for-medicaid-business
Optum launches AI-powered claims system 'to eliminate complexity and administrative waste',2025-10-21T17:22:24-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/optum-leans-on-ai-powered-claims-system-to-eliminate-complexity-and-administrative-waste
"Colorado marketplace operator under scrutiny for sponsorships, CEO spending",2025-10-21T11:21:43-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/colorado-marketplace-operator-under-scrutiny-for-sponsorships-ceo-spending
West Virginia county ditches Highmark group plan for ICHRA,2025-10-20T16:28:11-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/ichra/west-virginia-county-ditches-highmark-group-plan-for-ichra
What's top of mind for 6 health insurance leaders this open enrollment,2025-10-20T14:23:41-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/whats-top-of-mind-for-6-health-insurance-leaders-this-open-enrollment
"Oscar Health to roll out AI agent, menopause benefits plan",2025-10-20T10:16:56-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/oscar-health-to-roll-out-ai-agent-menopause-benefits-plan
"Cigna, CVS partner with TrumpRx to offer fertility drugs",2025-10-20T08:58:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-cvs-partner-with-trumprx-to-offer-fertility-drugs
Centene subsidiary to absorb Oregon county's Medicaid contract,2025-10-17T15:31:09-05:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/centene-subsidiary-to-absorb-oregon-countys-medicaid-contract
"'It's walking, but can it run?' Dr. Oz talks Medicare Advantage prior auth reform, auditing goals",2025-10-16T16:16:57-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/its-walking-but-can-it-run-dr-oz-talks-medicare-advantage-prior-auth-reform-auditing-goals
Directory errors reported in Medicare plan finder,2025-10-16T09:25:00-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/directory-errors-reported-in-medicare-plan-finder
UnitedHealth Group in the headlines: 10 updates,2025-10-16T08:19:11-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-group-in-the-headlines-10-updates-17
"Alignment, Intermountain partner on Medicare Advantage plan",2025-10-15T10:50:10-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/alignment-intermountain-partner-on-medicare-advantage-plan
Minnesota forces out unlicensed health insurer,2025-10-15T09:52:38-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/minnesota-forces-out-unlicensed-health-insurer
Medicare open enrollment begins: 6 notes,2025-10-14T17:06:15-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/medicare-open-enrollment-begins-6-notes
Illinois gears up for transition to state-based insurance marketplace,2025-10-14T09:55:38-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/illinois-gears-up-for-transition-to-state-based-insurance-marketplace
"Payers, providers diverge on why No Surprises costs are climbing",2025-10-13T16:07:51-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/payers-providers-diverge-on-why-no-surprises-costs-are-climbing
Federal employees face up to 10% premium hikes,2025-10-13T12:02:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/federal-employees-face-up-to-10-premium-hikes
"Senators question Deloitte, other contractors over Medicaid eligibility systems",2025-10-13T10:30:52-05:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/senators-question-deloitte-other-contractors-over-medicaid-eligibility-systems
18 5-star Medicare Advantage plans | 2026,2025-10-10T13:39:20-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/18-5-star-medicare-advantage-plans-2026
23 Medicare Advantage plans rated below 3 stars | 2026,2025-10-10T13:32:07-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/23-medicare-advantage-plans-rated-below-3-stars-2026
Rhode Island eyes sunset for GLP-1 Medicaid weight loss coverage,2025-10-10T10:59:56-05:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/rhode-island-eyes-sunset-for-glp-1-medicaid-weight-loss-coverage
CMS posts 2026 Medicare Advantage star ratings: 8 notes,2025-10-10T08:59:04-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/cms-posts-2026-medicare-advantage-star-ratings-8-notes
"West Virginia flags $32M in potential Medicaid overpayments for deceased, incarcerated",2025-10-09T10:49:08-05:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/west-virginia-flags-32m-in-potential-medicaid-overpayments-for-deceased-incarcerated
Medicare Part D in 2026: 4 notes,2025-10-08T09:31:22-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-part-d-in-2026-4-notes
California bill eliminating 'redundant' prior authorization barriers signed into law,2025-10-08T09:16:39-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/california-bill-eliminating-redundant-prior-authorization-barriers-signed-into-law
Voters favor ending shutdown without ACA funding: Poll,2025-10-07T12:03:19-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/voters-favor-ending-shutdown-without-aca-funding-poll
Maryland consolidates Medicaid waiver programs amid lawsuit,2025-10-07T11:38:01-05:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/maryland-consolidates-medicaid-waiver-programs-amid-lawsuit
From Automation to Intelligence: The AI Revolution that is Reshaping Healthcare Payers,2025-10-07T08:51:47-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/from-automation-to-intelligence-the-ai-revolution-that-is-reshaping-healthcare-payers
AHA questions MedPAC finding that Medicare Advantage growth hasn’t hurt hospital finances,2025-10-06T16:59:18-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/hospital-group-questions-medpac-finding-that-ma-growth-hasnt-hurt-finances
"Sentara pulls back from Medicare Advantage, laying off 200+",2025-10-06T08:10:07-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/sentara-health-plans-to-mostly-exit-medicare-advantage-market-in-2026
"UnitedHealth shareholder proposes separating CEO, board chair roles",2025-10-03T15:59:35-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-shareholder-proposes-separating-ceo-board-chair-roles
8 insurers exiting Medicare Advantage,2025-10-03T15:41:49-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/7-insurers-fully-exiting-medicare-advantage
Ochsner Health Plan exits Medicare Advantage market,2025-10-03T15:26:36-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/ochsner-health-plan-exits-medicare-advantage-market
New Mexico lawmakers move to preserve enhanced ACA tax credits,2025-10-03T09:26:32-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/new-mexico-lawmakers-move-to-preserve-enhanced-aca-tax-credits
BCBS Vermont exits Medicare Advantage market,2025-10-03T09:09:47-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/bcbs-vermont-exits-medicare-advantage-market
CMS suspends enrollment for Florida Medicare Advantage plan,2025-10-03T09:04:53-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/cms-suspends-enrollment-for-florida-medicare-advantage-plan
20% of Humana members enrolled in Medicare Advantage plans with 4+ stars for 2026,2025-10-02T13:52:15-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/1-in-5-members-in-4-star-ma-plans-humana
"Most Medicaid adults at risk under work rules are chronically ill, study suggests",2025-10-02T12:10:38-05:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/most-medicaid-adults-at-risk-under-work-rules-are-chronically-ill-study-finds
Confusion among older adults before Medicare open enrollment: 9 things to know,2025-10-01T13:51:34-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/confusion-among-medicare-open-enrollees-9-things-to-know
Insurers launch 2026 Medicare Advantage plans,2025-10-01T12:13:33-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/insurers-launch-2026-medicare-plans
Big MA market exits are not fazing all insurers,2025-10-01T12:02:00-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/big-ma-market-exits-are-not-fazing-all-insurers
Medicare Advantage special needs plan enrollment in 2025: 4 notes,2025-09-30T16:23:09-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/medicare-advantage-special-needs-plan-enrollment-in-2025-4-notes
Catastrophic health claims: 8 things to know,2025-09-30T08:00:00-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/catastrophic-health-claims-8-things-to-know
"Alabama insurer investigates data breach affecting 5,000",2025-09-29T16:36:59-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/alabama-insurer-investigates-data-breach-affecting-5000
AmeriHealth Caritas to expand Medicare Advantage footprint,2025-09-29T11:43:48-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/amerihealth-caritas-to-expand-medicare-advantage-footprint
Exceptions for Medicaid work requirement may be limited: Analysis,2025-09-29T10:40:03-05:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/exceptions-for-medicaid-work-requirement-may-be-limited-analysis
Why Smart Plans Double Down on Their Medication Strategy for Star Rating Success,2025-09-29T08:00:00-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/why-smart-plans-double-down-on-their-medication-strategy-for-star-rating-success
"Judge sides with Humana, tosses Medicare Advantage audit rule",2025-09-26T08:50:14-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/legal/judge-sides-with-humana-tosses-medicare-advantage-audit-rule
Connecting claims + clinical data: How unified information empowers payers to lead,2025-09-25T14:44:53-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/connecting-claims-clinical-data-how-unified-information-empowers-payers-to-lead
"Navigating Next-Gen Cancer Care: What New Guidelines, Treatments and Trends Mean for Payers",2025-09-25T12:10:25-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/navigating-next-gen-cancer-care-what-new-guidelines-treatments-and-trends-mean-for-payers
Georgia's Medicaid-for-work program extended despite higher administrative costs,2025-09-25T11:54:13-05:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/georgias-medicaid-for-work-program-extended-despite-higher-administrative-costs
CMS lifts eternalHealth enrollment sanction,2025-09-25T10:07:11-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cms-lifts-eternalhealth-sanction
Counterpart Health launches generative AI chat,2025-09-25T09:44:02-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/counterpart-health-launches-generative-ai-chat
"Humana, CVS back oncology care company in $97M funding round",2025-09-25T09:14:25-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-cvs-back-oncology-care-company-in-97m-funding-round
How health plans are using tech to improve data sharing,2025-09-25T08:59:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/how-health-plans-are-using-tech-to-improve-data-sharing
CMS terminates UCare's Medicare Advantage contracts,2025-09-25T08:56:57-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/cms-terminates-ucares-medicare-advantage-contracts
21 payers ranked among top workplace cultures: Forbes,2025-09-24T13:58:25-05:00,Beckers Payer,payer,https://www.beckerspayer.com/workforce/21-payers-ranked-among-top-workplace-cultures-forbes
10 providers seeking payer contracting talent,2025-09-24T11:34:50-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/10-providers-seeking-payer-contracting-talent-49
3 ACA rebate updates to watch in 2025,2025-09-24T10:41:13-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/3-aca-rebate-updates-to-watch-in-2025
The top social barriers to aging well: Survey,2025-09-24T07:00:00-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-top-social-barriers-to-aging-well-survey
Health Care Service Corp. is playing the long game in Medicare Advantage,2025-09-23T17:16:33-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/health-care-service-corp-is-playing-the-long-game-in-medicare-advantage
Medicare Advantage struggles cited in 2024 $5.7B underwriting loss: Report,2025-09-23T15:41:36-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/ma-struggles-cited-in-2024-5-7b-underwriting-loss-report
Centene to pay $87.5M in ACA rebates to Missouri policyholders,2025-09-23T10:17:57-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/centene-to-pay-1b-in-aca-rebates-to-missouri-policyholders
UnitedHealthcare to pay $359M in ACA rebates,2025-09-23T10:08:16-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/unitedhealthcare-to-pay-359m-in-rebates
'We're not the police': Rethinking payer-provider dynamics with Magellan's chief medical officer,2025-09-22T16:59:40-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/were-not-the-police-rethinking-payer-provider-dynamics-with-magellans-chief-medical-officer
Louisiana pivots from CVS Caremark as PBM for state employees,2025-09-22T10:07:57-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/louisiana-pivots-from-cvs-caremark-as-pbm-for-state-employees
Aetna expands Medicare Advantage care coordination program to 10 hospitals,2025-09-22T09:08:32-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/aetna-expands-medicare-advantage-care-coordination-program-to-10-hospitals
Fixing claim errors before they happen: The power of real-time data exchange,2025-09-22T08:14:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/fixing-claim-errors-before-they-happen-the-power-of-real-time-data-exchange
How this insurer stays in the top 1% for quality care,2025-09-19T14:38:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/how-this-insurer-stays-in-the-top-1-for-quality-care
UnitedHealth Group in the headlines: 10 updates,2025-09-19T08:52:33-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-group-in-the-headlines-10-updates-16
Value-based care models for older adults tied to more consistent primary care,2025-09-18T15:46:57-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/research-analysis/value-based-care-models-for-older-adults-tied-to-more-consistent-primary-care
Lawsuit seeks to reverse Elevance's Zepbound coverage denial,2025-09-18T14:28:41-05:00,Beckers Payer,payer,https://www.beckerspayer.com/legal/lawsuit-seeks-to-reverse-elevances-zepbound-coverage-denial
BCBS of Massachusetts taps Elevance exec as chief strategy officer,2025-09-18T11:56:23-05:00,Beckers Payer,payer,https://www.beckerspayer.com/executive-moves/bcbs-of-massachusetts-taps-elevance-exec-as-chief-strategy-officer
2 BCBS plans join Blue Shield of California as tech platform co-founders,2025-09-18T09:40:42-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/2-state-bcbss-join-blue-shield-of-california-as-tech-platform-co-founders
Lawmakers debut bill to bar insurers from buying medical clinics,2025-09-18T09:00:35-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/lawmakers-debut-bill-to-bar-insurers-from-buying-medical-clinics
Insurers commit to upholding vaccine coverage standards,2025-09-17T16:03:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/insurers-commit-to-upholding-vaccine-coverage-standards
States ranked by uninsured increases as ACA subsidies expire in 2025: Report,2025-09-17T15:45:54-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/states-ranked-by-uninsured-increases-as-aca-subsidies-expire-in-2025-report
